犬柳磊荐,瘤开,厚啦,窜拌
1.0,面合,6.137443128917607e-07,0.6666666666666666
1.0,面合,6.137443128917607e-07,0.6666666666666666
22.0,面合,1.3502374883618735e-05,0.6666666666666666
8.0,面合,4.9099545031340856e-06,0.6666666666666666
7.0,面合,4.296210190242325e-06,0.6666666666666666
3.0,面合,1.841232938675282e-06,0.6666666666666666
3.0,面合,1.841232938675282e-06,0.6666666666666666
9.0,面合,5.523698816025846e-06,0.6666666666666666
6.0,面合,3.682465877350564e-06,0.6666666666666666
2.0,面合,1.2274886257835214e-06,0.6666666666666666
0.0,面合,0.0,0.6666666666666666
0.0,面合,0.0,0.6666666666666666
1.0,面合,6.137443128917607e-07,0.6666666666666666
1.0,面合,6.137443128917607e-07,0.6666666666666666
1.0,面合,6.137443128917607e-07,0.6666666666666666
1.0,面合,6.137443128917607e-07,0.6666666666666666
2.0,面合,1.2274886257835214e-06,0.6666666666666666
6.0,面合,3.682465877350564e-06,0.6666666666666666
2.0,面合,1.2274886257835214e-06,0.6666666666666666
1.0,面合,6.137443128917607e-07,0.6666666666666666
3.0,面合,1.841232938675282e-06,0.6666666666666666
4.0,面合,2.4549772515670428e-06,0.6666666666666666
3.0,面合,1.841232938675282e-06,0.5
8.0,面合,4.9099545031340856e-06,0.5
6.0,面合,3.682465877350564e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
6.0,面合,3.682465877350564e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
9.0,面合,5.523698816025846e-06,0.5
5.0,面合,3.0687215644588033e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
12.0,面合,7.364931754701128e-06,0.5
10.0,面合,6.1374431289176065e-06,0.5
8.0,面合,4.9099545031340856e-06,0.5
16.0,面合,9.819909006268171e-06,0.5
9.0,面合,5.523698816025846e-06,0.5
17.0,面合,1.0433653319159932e-05,0.5
16.0,面合,9.819909006268171e-06,0.5
25.0,面合,1.5343607822294018e-05,0.5
8.0,面合,4.9099545031340856e-06,0.5
21.0,面合,1.2888630570726974e-05,0.5
12.0,面合,7.364931754701128e-06,0.5
18.0,面合,1.1047397632051691e-05,0.5
3.0,面合,1.841232938675282e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
9.0,面合,5.523698816025846e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
8.0,面合,4.9099545031340856e-06,0.5
14.0,面合,8.59242038048465e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
8.0,面合,4.9099545031340856e-06,0.5
25.0,面合,1.5343607822294018e-05,0.5
5.0,面合,3.0687215644588033e-06,0.5
6.0,面合,3.682465877350564e-06,0.5
13.0,面合,7.978676067592888e-06,0.5
6.0,面合,3.682465877350564e-06,0.5
12.0,面合,7.364931754701128e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
0.0,面合,0.0,0.5
4.0,面合,2.4549772515670428e-06,0.5
1.0,面合,6.137443128917607e-07,0.5
1.0,面合,6.137443128917607e-07,0.5
2.0,面合,1.2274886257835214e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
9.0,面合,5.523698816025846e-06,0.5
22.0,面合,1.3502374883618735e-05,0.5
8.0,面合,4.9099545031340856e-06,0.5
15.0,面合,9.20616469337641e-06,0.5
6.0,面合,3.682465877350564e-06,0.5
5.0,面合,3.0687215644588033e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
10.0,面合,6.1374431289176065e-06,0.5
11.0,面合,6.7511874418093674e-06,0.5
15.0,面合,9.20616469337641e-06,0.5
9.0,面合,5.523698816025846e-06,0.5
5.0,面合,3.0687215644588033e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
5.0,面合,3.0687215644588033e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
1.0,面合,6.137443128917607e-07,0.5
1.0,面合,6.137443128917607e-07,0.5
4.0,面合,2.4549772515670428e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
1.0,面合,6.137443128917607e-07,0.5
0.0,面合,0.0,0.5
6.0,面合,3.682465877350564e-06,0.5
21.0,面合,1.2888630570726974e-05,0.5
7.0,面合,4.296210190242325e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
13.0,面合,7.978676067592888e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
6.0,面合,3.682465877350564e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
5.0,面合,3.0687215644588033e-06,0.5
10.0,面合,6.1374431289176065e-06,0.5
14.0,面合,8.59242038048465e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
5.0,面合,3.0687215644588033e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
11.0,面合,6.7511874418093674e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
3.0,面合,1.841232938675282e-06,0.5
4.0,面合,2.4549772515670428e-06,0.5
7.0,面合,4.296210190242325e-06,0.5
12.0,面合,7.364931754701128e-06,0.5
1.0,面合,6.137443128917607e-07,0.5
2.0,面合,1.2274886257835214e-06,0.5
2.0,面合,1.2274886257835214e-06,0.5
0.0,面合,0.0,0.3333333333333333
